,Date,Ticker,Senator,Transaction,Amount,Range
307,2018-01-04,C,"Capito, Shelley Moore",Sale,15001.0,"$15,001 - $50,000"
308,2018-01-04,C,"Capito, Shelley Moore",Sale,15001.0,"$15,001 - $50,000"
309,2018-01-04,C,"Capito, Shelley Moore",Sale,15001.0,"$15,001 - $50,000"
310,2017-10-26,C,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
311,2017-07-13,C,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
312,2017-07-07,C,"Inhofe, James M.",Sale,50001.0,"$50,001 - $100,000"
313,2017-06-27,C,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
314,2017-05-24,C,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
315,2017-05-24,C,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
316,2016-08-08,C,"Inhofe, James M.",Purchase,50001.0,"$50,001 - $100,000"
317,2016-07-26,C,"Whitehouse, Sheldon",Sale,1001.0,"$1,001 - $15,000"
318,2016-04-13,C,"Inhofe, James M.",Purchase,50001.0,"$50,001 - $100,000"
319,2018-01-08,PFS,"Toomey, Pat",Sale,1001.0,"$1,001 - $15,000"
320,2018-01-08,PFS,"Toomey, Pat",Sale,1001.0,"$1,001 - $15,000"
321,2018-01-08,PFS,"Toomey, Pat",Sale,1001.0,"$1,001 - $15,000"
322,2018-01-08,PFS,"Toomey, Pat",Sale,1001.0,"$1,001 - $15,000"
323,2018-01-08,PFS,"Toomey, Pat",Sale,1001.0,"$1,001 - $15,000"
324,2018-01-05,PFS,"Toomey, Pat",Sale,1001.0,"$1,001 - $15,000"
325,2018-01-05,PFS,"Toomey, Pat",Sale,1001.0,"$1,001 - $15,000"
326,2018-01-05,PFS,"Toomey, Pat",Sale,1001.0,"$1,001 - $15,000"
327,2018-01-05,PFS,"Toomey, Pat",Sale,1001.0,"$1,001 - $15,000"
328,2018-01-05,PFS,"Toomey, Pat",Sale,1001.0,"$1,001 - $15,000"
329,2016-11-22,PFS,"Toomey, Pat",Sale,15001.0,"$15,001 - $50,000"
330,2022-12-12,WBD,"Peters, Gary",Sale,1001.0,"$1,001 - $15,000"
331,2022-03-30,CABO,"Tuberville, Tommy",Sale,1001.0,"$1,001 - $15,000"
332,2021-09-30,CABO,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
333,2019-01-19,WTW,"Hoeven, John",Sale,15001.0,"$15,001 - $50,000"
334,2018-12-27,WTW,"Hoeven, John",Sale,15001.0,"$15,001 - $50,000"
335,2018-11-07,WTW,"Hoeven, John",Purchase,15001.0,"$15,001 - $50,000"
336,2018-11-07,WTW,"Hoeven, John",Purchase,15001.0,"$15,001 - $50,000"
337,2018-07-26,WTW,"Hoeven, John",Purchase,100001.0,"$100,001 - $250,000"
338,2018-02-20,WTW,"Hoeven, John",Purchase,100001.0,"$100,001 - $250,000"
339,2018-02-05,WTW,"Hoeven, John",Sale,250001.0,"$250,001 - $500,000"
340,2018-01-19,WTW,"Hoeven, John",Sale,15001.0,"$15,001 - $50,000"
341,2017-12-21,WTW,"Hoeven, John",Purchase,1001.0,"$1,001 - $15,000"
342,2017-12-21,WTW,"Hoeven, John",Purchase,1001.0,"$1,001 - $15,000"
343,2017-12-21,WTW,"Hoeven, John",Purchase,1001.0,"$1,001 - $15,000"
344,2017-12-21,WTW,"Hoeven, John",Purchase,1001.0,"$1,001 - $15,000"
345,2017-05-15,WTW,"Hoeven, John",Purchase,50001.0,"$50,001 - $100,000"
346,2017-01-24,WTW,"Hoeven, John",Purchase,50001.0,"$50,001 - $100,000"
347,2021-08-13,WW,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
348,2020-11-20,WW,"Carper, Thomas R.",Sale,1001.0,"$1,001 - $15,000"
349,2019-02-27,WW,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
350,2017-08-31,RHI,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
351,2018-01-26,HXL,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
352,2018-01-26,HXL,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
353,2018-01-26,HXL,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
354,2017-09-08,HXL,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
355,2021-12-21,DVA,"Moran, Jerry",Sale,1001.0,"$1,001 - $15,000"
356,2018-12-06,DVA,"Moran, Jerry",Purchase,1001.0,"$1,001 - $15,000"
357,2018-12-06,DVA,"Moran, Jerry",Purchase,1001.0,"$1,001 - $15,000"
358,2019-04-15,APC,"Rosen, Jacky",Sale,15001.0,"$15,001 - $50,000"
359,2020-04-14,RL,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
360,2020-04-14,RL,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
361,2020-03-23,RL,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
362,2016-08-19,RL,"Hoeven, John",Sale,100001.0,"$100,001 - $250,000"
363,2021-03-29,WAT,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
364,2019-07-23,WAT,"King, Angus",Sale,1001.0,"$1,001 - $15,000"
365,2021-12-29,BKEP,"Hagerty, Bill",Sale,15001.0,"$15,001 - $50,000"
366,2022-03-30,CFG,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
367,2020-04-02,CFG,"Carper, Thomas R.",Sale,1001.0,"$1,001 - $15,000"
368,2023-02-15,LDP,"Carper, Thomas R.",Sale,1001.0,"$1,001 - $15,000"
369,2022-11-08,LDP,"Carper, Thomas R.",Sale,1001.0,"$1,001 - $15,000"
370,2022-10-17,LDP,"Carper, Thomas R.",Sale,1001.0,"$1,001 - $15,000"
371,2022-01-18,LDP,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
372,2020-11-20,LDP,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
373,2020-09-24,LDP,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
374,2020-09-22,LDP,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
375,2020-08-27,LDP,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
376,2020-08-06,LDP,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
377,2020-04-07,SAP,"Loeffler, Kelly",Sale,100001.0,"$100,001 - $250,000"
378,2021-06-07,JNPR,"Peters, Gary",Purchase,1001.0,"$1,001 - $15,000"
379,2022-03-30,MKSI,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
380,2018-06-26,CRMT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
381,2018-06-14,CRMT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
382,2018-06-11,CRMT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
383,2018-06-01,CRMT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
384,2018-05-25,CRMT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
385,2018-05-23,CRMT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
386,2018-05-22,CRMT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
387,2018-05-22,CRMT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
388,2018-05-21,CRMT,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
389,2021-08-23,LMRK,"Carper, Thomas R.",Sale,1001.0,"$1,001 - $15,000"
390,2021-06-04,LMRK,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
391,2020-07-09,LMRK,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
392,2020-04-14,DVN,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
393,2020-04-14,DVN,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
394,2020-02-28,DVN,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
395,2020-02-28,DVN,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
396,2020-02-25,DVN,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
397,2020-02-25,DVN,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
398,2019-11-11,DVN,"Perdue, David",Purchase,50001.0,"$50,001 - $100,000"
399,2019-11-11,DVN,"Perdue, David",Purchase,15001.0,"$15,001 - $50,000"
400,2019-10-11,DVN,"Perdue, David",Sale,100001.0,"$100,001 - $250,000"
401,2019-01-09,DVN,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
402,2019-01-09,DVN,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
403,2019-01-04,DVN,"Perdue, David",Purchase,15001.0,"$15,001 - $50,000"
404,2018-12-27,DVN,"Perdue, David",Purchase,50001.0,"$50,001 - $100,000"
405,2018-11-26,DVN,"Perdue, David",Sale,50001.0,"$50,001 - $100,000"
406,2018-10-26,DVN,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
407,2018-10-10,DVN,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
408,2018-08-20,DVN,"Roberts, Pat",Sale,15001.0,"$15,001 - $50,000"
409,2018-03-27,DVN,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
410,2018-02-23,DVN,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
411,2018-02-21,DVN,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
412,2018-02-06,DVN,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
413,2018-02-06,DVN,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
414,2018-02-02,DVN,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
415,2018-01-24,DVN,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
416,2018-01-03,DVN,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
417,2018-01-03,DVN,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
418,2017-11-06,DVN,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
419,2017-11-06,DVN,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
420,2017-08-10,DVN,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
421,2022-10-05,EL,"Tuberville, Tommy",Sale,1001.0,"$1,001 - $15,000"
422,2021-09-30,EL,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
423,2017-02-23,EL,"Whitehouse, Sheldon",Sale,1001.0,"$1,001 - $15,000"
424,2016-09-28,EL,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
425,2016-12-16,VLO,"Hoeven, John",Sale,100001.0,"$100,001 - $250,000"
426,2016-04-22,VLO,"Hoeven, John",Purchase,100001.0,"$100,001 - $250,000"
427,2022-01-06,CARR,"Collins, Susan M.",Sale,1001.0,"$1,001 - $15,000"
428,2020-12-31,CARR,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
429,2020-04-07,CARR,"Whitehouse, Sheldon",Sale,1001.0,"$1,001 - $15,000"
430,2020-04-07,CARR,"Whitehouse, Sheldon",Sale,1001.0,"$1,001 - $15,000"
431,2022-01-12,DOW,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
432,2021-10-18,DOW,"Tuberville, Tommy",Sale,1001.0,"$1,001 - $15,000"
433,2020-12-30,DOW,"Carper, Thomas R.",Sale,1001.0,"$1,001 - $15,000"
434,2020-11-20,DOW,"Carper, Thomas R.",Sale,1001.0,"$1,001 - $15,000"
435,2020-04-16,DOW,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
436,2020-04-16,DOW,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
437,2020-04-14,DOW,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
438,2020-04-14,DOW,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
439,2020-04-14,DOW,"Loeffler, Kelly",Sale,15001.0,"$15,001 - $50,000"
440,2020-03-26,DOW,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
441,2020-03-09,DOW,"Cassidy, Bill",Purchase,1001.0,"$1,001 - $15,000"
442,2019-12-31,DOW,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
443,2019-10-23,DOW,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
444,2019-08-22,DOW,"Hoeven, John",Purchase,50001.0,"$50,001 - $100,000"
445,2019-07-15,DOW,"Perdue, David",Purchase,15001.0,"$15,001 - $50,000"
446,2019-07-15,DOW,"Perdue, David",Purchase,15001.0,"$15,001 - $50,000"
447,2019-05-30,DOW,"Hoeven, John",Purchase,50001.0,"$50,001 - $100,000"
448,2017-06-15,DOW,"Murray, Patty",Sale,1001.0,"$1,001 - $15,000"
449,2017-03-16,DOW,"Murray, Patty",Purchase,1001.0,"$1,001 - $15,000"
450,2020-04-15,TRP,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
451,2020-04-15,TRP,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
452,2020-04-06,TRP,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
453,2020-04-06,TRP,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
454,2020-03-26,TRP,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
455,2020-03-13,TRP,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
456,2020-03-13,TRP,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
457,2020-02-24,TRP,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
458,2020-02-24,TRP,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
459,2020-02-24,TRP,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
460,2020-02-24,TRP,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
461,2019-04-18,TRP,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
462,2019-04-17,TRP,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
463,2019-04-17,TRP,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
464,2019-04-17,TRP,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
465,2019-04-15,TRP,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
466,2019-03-07,TRP,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
467,2019-03-07,TRP,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
468,2019-03-06,TRP,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
469,2018-09-18,TRP,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
470,2018-01-05,TRP,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
471,2017-09-01,TRP,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
472,2017-09-01,TRP,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
473,2017-03-24,TRP,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
474,2017-03-24,TRP,"Perdue, David",Purchase,15001.0,"$15,001 - $50,000"
475,2020-05-07,BRY,"Wyden, Ron",Purchase,15001.0,"$15,001 - $50,000"
476,2021-01-15,AEP,"Peters, Gary",Purchase,1001.0,"$1,001 - $15,000"
477,2020-12-14,AEP,"Peters, Gary",Purchase,1001.0,"$1,001 - $15,000"
478,2020-08-21,MPC,"Moran, Jerry",Sale,1001.0,"$1,001 - $15,000"
479,2020-04-07,MPC,"Loeffler, Kelly",Sale,100001.0,"$100,001 - $250,000"
480,2020-04-02,MPC,"Carper, Thomas R.",Sale,1001.0,"$1,001 - $15,000"
481,2020-03-24,MPC,"Carper, Thomas R.",Sale,1001.0,"$1,001 - $15,000"
482,2019-12-31,MPC,"Hoeven, John",Purchase,50001.0,"$50,001 - $100,000"
483,2019-09-25,MPC,"Moran, Jerry",Purchase,1001.0,"$1,001 - $15,000"
484,2019-09-25,MPC,"Moran, Jerry",Purchase,1001.0,"$1,001 - $15,000"
485,2022-05-05,IRT,"Thune, John",Sale,15001.0,"$15,001 - $50,000"
486,2019-03-11,ASML,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
487,2017-09-08,ASML,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
488,2022-11-30,LRCX,"Sullivan, Dan",Purchase,1001.0,"$1,001 - $15,000"
489,2018-10-25,LRCX,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
490,2018-08-28,LRCX,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
491,2018-06-06,LRCX,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
492,2017-05-16,LRCX,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
493,2016-04-26,LRCX,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
494,2016-04-26,LRCX,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
495,2016-03-24,LRCX,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
496,2022-01-18,V,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
497,2020-11-30,V,"Carper, Thomas R.",Purchase,1001.0,"$1,001 - $15,000"
498,2020-11-16,V,"Roberts, Pat",Purchase,15001.0,"$15,001 - $50,000"
499,2020-08-21,V,"Moran, Jerry",Sale,1001.0,"$1,001 - $15,000"
500,2020-08-21,V,"Moran, Jerry",Sale,1001.0,"$1,001 - $15,000"
501,2020-04-14,V,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
502,2020-04-14,V,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
503,2020-04-13,V,"Inhofe, James M.",Sale,50001.0,"$50,001 - $100,000"
504,2020-04-06,V,"Wyden, Ron",Purchase,15001.0,"$15,001 - $50,000"
505,2020-03-24,V,"Roberts, Pat",Purchase,15001.0,"$15,001 - $50,000"
506,2019-03-11,V,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
507,2019-01-15,V,"Inhofe, James M.",Sale,50001.0,"$50,001 - $100,000"
508,2018-05-03,V,"Inhofe, James M.",Sale,15001.0,"$15,001 - $50,000"
509,2018-04-03,V,"Whitehouse, Sheldon",Sale,15001.0,"$15,001 - $50,000"
510,2018-01-17,V,"Whitehouse, Sheldon",Sale,1001.0,"$1,001 - $15,000"
511,2018-01-17,V,"Whitehouse, Sheldon",Sale,1001.0,"$1,001 - $15,000"
512,2017-09-08,V,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
513,2016-03-01,V,"Whitehouse, Sheldon",Sale,1001.0,"$1,001 - $15,000"
514,2016-01-20,V,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
515,2016-01-20,V,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
516,2020-04-14,CTSH,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
517,2020-04-14,CTSH,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
518,2020-04-14,CTSH,"Loeffler, Kelly",Sale,100001.0,"$100,001 - $250,000"
519,2020-03-17,CTSH,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
520,2019-11-14,CTSH,"Perdue, David",Purchase,15001.0,"$15,001 - $50,000"
521,2019-10-11,CTSH,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
522,2019-05-29,CTSH,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
523,2019-05-22,CTSH,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
524,2017-06-20,CTSH,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
525,2016-11-15,CTSH,"Inhofe, James M.",Sale,15001.0,"$15,001 - $50,000"
526,2016-03-11,CTSH,"Inhofe, James M.",Purchase,50001.0,"$50,001 - $100,000"
527,2022-06-30,VTIP,"Graham, Lindsey",Sale,15001.0,"$15,001 - $50,000"
528,2022-01-28,TGT,"Whitehouse, Sheldon",Purchase,15001.0,"$15,001 - $50,000"
529,2020-04-14,TGT,"Loeffler, Kelly",Sale,100001.0,"$100,001 - $250,000"
530,2019-06-21,TGT,"Roberts, Pat",Sale,1001.0,"$1,001 - $15,000"
531,2019-03-22,TGT,"Hoeven, John",Purchase,50001.0,"$50,001 - $100,000"
532,2018-07-18,TGT,"Roberts, Pat",Sale,1001.0,"$1,001 - $15,000"
533,2018-07-18,TGT,"Roberts, Pat",Sale,1001.0,"$1,001 - $15,000"
534,2018-07-18,TGT,"Roberts, Pat",Sale,1001.0,"$1,001 - $15,000"
535,2018-07-05,TGT,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
536,2018-07-05,TGT,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
537,2018-07-05,TGT,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
538,2018-04-24,TGT,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
539,2018-04-24,TGT,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
540,2017-10-17,TGT,"Cassidy, Bill",Sale,1001.0,"$1,001 - $15,000"
541,2017-10-17,TGT,"Cassidy, Bill",Sale,1001.0,"$1,001 - $15,000"
542,2017-06-15,TGT,"Murray, Patty",Sale,1001.0,"$1,001 - $15,000"
543,2017-05-03,TGT,"King, Angus",Sale,1001.0,"$1,001 - $15,000"
544,2017-03-29,TGT,"Cassidy, Bill",Purchase,1001.0,"$1,001 - $15,000"
545,2017-03-16,TGT,"Murray, Patty",Purchase,1001.0,"$1,001 - $15,000"
546,2022-08-26,SSYS,"Tuberville, Tommy",Sale,50001.0,"$50,001 - $100,000"
547,2022-06-21,SSYS,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
548,2022-06-14,SSYS,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
549,2022-06-09,SSYS,"Tuberville, Tommy",Purchase,15001.0,"$15,001 - $50,000"
550,2021-12-13,SSYS,"Tuberville, Tommy",Purchase,15001.0,"$15,001 - $50,000"
551,2021-09-20,SSYS,"Tuberville, Tommy",Purchase,50001.0,"$50,001 - $100,000"
552,2021-08-18,SSYS,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
553,2020-04-14,MO,"Loeffler, Kelly",Sale,15001.0,"$15,001 - $50,000"
554,2020-04-14,MO,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
555,2020-04-14,MO,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
556,2019-11-04,MO,"Carper, Thomas R.",Sale,1001.0,"$1,001 - $15,000"
557,2017-01-30,MO,"Whitehouse, Sheldon",Sale,15001.0,"$15,001 - $50,000"
558,2017-01-30,MO,"Whitehouse, Sheldon",Sale,1001.0,"$1,001 - $15,000"
559,2016-01-20,MO,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
560,2016-01-20,MO,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
561,2021-01-15,SDOG,"Tuberville, Tommy",Purchase,15001.0,"$15,001 - $50,000"
562,2021-12-21,PII,"Moran, Jerry",Purchase,1001.0,"$1,001 - $15,000"
563,2021-12-21,PII,"Moran, Jerry",Purchase,1001.0,"$1,001 - $15,000"
564,2020-12-31,PII,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
565,2018-04-24,PII,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
566,2018-04-24,PII,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
567,2018-04-05,PII,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
568,2018-04-05,PII,"Capito, Shelley Moore",Purchase,1001.0,"$1,001 - $15,000"
569,2021-07-26,RDSA,"Capito, Shelley Moore",Sale,1001.0,"$1,001 - $15,000"
570,2021-01-05,CRSP,"Inhofe, James M.",Sale,1001.0,"$1,001 - $15,000"
571,2020-12-22,CRSP,"Inhofe, James M.",Sale,50001.0,"$50,001 - $100,000"
572,2018-06-19,CRSP,"Inhofe, James M.",Sale,15001.0,"$15,001 - $50,000"
573,2017-10-19,CRSP,"Inhofe, James M.",Purchase,15001.0,"$15,001 - $50,000"
574,2018-06-06,USG,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
575,2018-06-04,USG,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
576,2018-04-27,USG,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
577,2018-04-26,USG,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
578,2018-04-13,USG,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
579,2018-04-12,USG,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
580,2018-04-09,USG,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
581,2018-01-26,USG,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
582,2018-01-19,USG,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
583,2018-01-17,USG,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
584,2018-01-05,USG,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
585,2017-12-07,USG,"Perdue, David",Sale,1001.0,"$1,001 - $15,000"
586,2016-09-06,USG,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
587,2016-09-01,USG,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
588,2016-03-02,USG,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
589,2016-03-02,USG,"Perdue, David",Purchase,1001.0,"$1,001 - $15,000"
590,2021-11-01,GOOGL,"Hickenlooper, John",Sale,250001.0,"$250,001 - $500,000"
591,2021-03-29,GOOGL,"Tuberville, Tommy",Purchase,1001.0,"$1,001 - $15,000"
592,2020-04-14,GOOGL,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
593,2020-04-14,GOOGL,"Perdue, David",Sale,15001.0,"$15,001 - $50,000"
594,2020-04-07,GOOGL,"Loeffler, Kelly",Sale,250001.0,"$250,001 - $500,000"
595,2018-10-09,GOOGL,"Inhofe, James M.",Sale,15001.0,"$15,001 - $50,000"
596,2018-05-03,GOOGL,"Inhofe, James M.",Sale,15001.0,"$15,001 - $50,000"
597,2017-12-26,GOOGL,"Perdue, David",Purchase,15001.0,"$15,001 - $50,000"
598,2016-11-15,GOOGL,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
599,2016-04-12,GOOGL,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
600,2016-04-12,GOOGL,"Whitehouse, Sheldon",Purchase,1001.0,"$1,001 - $15,000"
601,2018-12-19,COF,"Whitehouse, Sheldon",Sale,1001.0,"$1,001 - $15,000"
602,2017-10-30,COF,"Roberts, Pat",Sale,15001.0,"$15,001 - $50,000"
603,2017-09-26,COF,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
604,2017-09-26,COF,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
605,2017-09-26,COF,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
606,2017-08-01,COF,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
607,2017-07-28,COF,"Whitehouse, Sheldon",Purchase,15001.0,"$15,001 - $50,000"
608,2022-11-30,TJX,"Sullivan, Dan",Purchase,1001.0,"$1,001 - $15,000"
609,2020-04-28,TJX,"Roberts, Pat",Sale,1001.0,"$1,001 - $15,000"
610,2020-04-07,TJX,"Roberts, Pat",Purchase,1001.0,"$1,001 - $15,000"
611,2020-03-09,TJX,"Loeffler, Kelly",Sale,15001.0,"$15,001 - $50,000"
612,2020-03-05,TJX,"Loeffler, Kelly",Sale,15001.0,"$15,001 - $50,000"
